編號,案件類型,發生日期,發生時段,發生地點,定位地點,lat,lon
1,住宅竊盜,780210,10~12,台北市中山區新生北路3段31~60號,台北市中山區新生北路3段31 號,25.0646869,121.5280576
2,住宅竊盜,951016,19~21,台北市信義區三張里莊敬路341巷1~30號,台北市信義區三張里莊敬路341巷1 號,25.028156,121.5642697
3,住宅竊盜,970609,01~03,台北市信義區松隆里松山路615巷1~30號,台北市信義區松隆里松山路615巷1 號,25.0270722,121.5827965
4,住宅竊盜,991013,22~24,台北市內湖區成功路4段331~360號,台北市內湖區成功路4段331 號,25.0844694,121.5992373
5,住宅竊盜,991024,13~15,台北市南港區東新里興南街52巷1~30號,台北市南港區東新里興南街52巷1 號,25.056811,121.603556
6,住宅竊盜,1000825,19~21,台北市大同區民權里民權西路144巷1~30號,台北市大同區民權里民權西路144巷1 號,25.0624304,121.5160515
7,住宅竊盜,1001116,19~21,台北市文山區萬年里羅斯福路5段212巷1~30號,台北市文山區萬年里羅斯福路5段212巷1 號,25.003103,121.537342
8,住宅竊盜,1010507,22~24,台北市中山區南京東路2段21巷31~60號,台北市中山區南京東路2段21巷31 號,25.0522749,121.5290334
9,住宅竊盜,1010601,07~09,台北市大安區誠安里忠孝東路3段251巷10弄1~30號,台北市大安區誠安里忠孝東路3段251巷10弄1 號,25.0433918,121.5415772
10,住宅竊盜,1010606,10~12,台北市中山區通北街65巷2弄1~30號,台北市中山區通北街65巷2弄1 號,25.0832353,121.5396547
11,住宅竊盜,1010728,22~24,台北市萬華區萬大路486巷37弄61~90號,台北市萬華區萬大路486巷37弄61 號,25.0201593,121.4959205
12,住宅竊盜,1010728,22~24,台北市萬華區萬大路486巷37弄61~90號,台北市萬華區萬大路486巷37弄61 號,25.0201593,121.4959205
13,住宅竊盜,1020101,19~21,台北市大同區雙連里萬全街103巷,台北市大同區雙連里萬全街103巷,25.05835,121.5164329
14,住宅竊盜,1020108,07~09,台北市中山區吉林路200巷23之1~30號,台北市中山區吉林路200巷23之1 號,25.0586081,121.5292583
15,住宅竊盜,1020521,10~12,台北市內湖區金豐街31~60號,台北市內湖區金豐街31 號,25.0656346,121.5871547
16,住宅竊盜,1020715,19~21,台北市內湖區大湖街166巷31~60號,台北市內湖區大湖街166巷31 號,25.0814156,121.6021959
17,住宅竊盜,1021020,10~12,台北市北投區大屯里大屯路21巷1~30號,台北市北投區大屯里大屯路21巷1 號,25.1432287,121.5001241
18,住宅竊盜,1021201,10~12,台北市大安區黎孝里和平東路3段308巷1弄1~30號,台北市大安區黎孝里和平東路3段308巷1弄1 號,25.0199469,121.556219
19,住宅竊盜,1030101,22~24,台北市中山區建國北路2段121~150號,台北市中山區建國北路2段121 號,25.059703,121.537344
20,住宅竊盜,1030102,10~12,台北市文山區景美里育英街1~30號,台北市文山區景美里育英街1 號,24.9902978,121.5395565
21,住宅竊盜,1030915,01~03,台北市萬華區長泰街91~120號,台北市萬華區長泰街91 號,25.022638,121.4993539
22,住宅竊盜,1031030,16~18,台北市北投區文化里文化三路91~120號,台北市北投區文化里文化三路91 號,25.140599,121.4981957
23,住宅竊盜,1031124,10~12,台北市中山區建國北路2段258巷1~30號,台北市中山區建國北路2段258巷1 號,25.0619183,121.5364888
24,住宅竊盜,1040101,07~09,台北市中山區新生北路一段91~120號,台北市中山區新生北路一段91號,25.0463313,121.5323976
25,住宅竊盜,1040101,10~12,台北市文山區明興里興隆路四段1~30號,台北市文山區明興里興隆路四段1號,24.989318,121.560075
26,住宅竊盜,1040101,22~24,台北市文山區萬美里萬寧街1~30號,台北市文山區萬美里萬寧街1號,25.0033593,121.5638885
27,住宅竊盜,1040101,22~24,台北市信義區富台里忠孝東路五段295巷6弄1~30號,台北市信義區富台里忠孝東路五段295巷6弄1號,25.0419324,121.5729307
28,住宅竊盜,1040102,04~06,台北市萬華區大理街159巷1~30號,台北市萬華區大理街159巷1號,25.0346631,121.4960614
29,住宅竊盜,1040102,04~06,台北市萬華區大理街159巷1~30號,台北市萬華區大理街159巷1號,25.0346631,121.4960614
30,住宅竊盜,1040102,10~12,台北市中山區吉林路121~150號,台北市中山區吉林路121號,25.0570513,121.5303205
31,住宅竊盜,1040102,22~24,台北市士林區天福里1鄰忠誠路二段130巷1~30號,台北市士林區天福里1鄰忠誠路二段130巷1號,25.1139037,121.5317229
32,住宅竊盜,1040104,10~12,台北市信義區五常里永吉路225巷32弄1~30號,台北市信義區五常里永吉路225巷32弄1號,25.0458692,121.5748202
33,住宅竊盜,1040104,10~12,台北市士林區明勝里通河街31~60號,台北市士林區明勝里通河街31 號,25.0800773,121.5230311
34,住宅竊盜,1040105,04~06,台北市萬華區糖?里大理街159巷1~30號,台北市萬華區糖?里大理街159巷1號,25.0346122,121.4960711
35,住宅竊盜,1040105,10~12,台北市北投區吉慶里實踐街56巷1~30號,台北市北投區吉慶里實踐街56巷1號,25.1149989,121.5096215
36,住宅竊盜,1040105,16~18,台北市中正區忠勤里中華路二段311巷1~30號,台北市中正區忠勤里中華路二段311巷1號,25.0284004,121.5057093
37,住宅竊盜,1040105,22~24,台北市中山區南京東路三段181~210號,台北市中山區南京東路三段181號,25.0519466,121.5425282
38,住宅竊盜,1040106,04~06,台北市信義區雅祥里基隆路一段1~30號,台北市信義區雅祥里基隆路一段1號,25.048245,121.568998
39,住宅竊盜,1040106,16~18,台北市中正區水源里汀州路三段91~120號,台北市中正區水源里汀州路三段91號,25.017517,121.52894
40,住宅竊盜,1040108,07~09,台北市文山區萬美里萬美街一段61~90號,台北市文山區萬美里萬美街一段61號,25.0024355,121.5685773
41,住宅竊盜,1040109,10~12,台北市內湖區港華里港華街1~30號,台北市內湖區港華里港華街1號,25.0823766,121.577905
42,住宅竊盜,1040109,13~15,台北市中山區樂群二路91~120號,台北市中山區樂群二路91號,25.0799983,121.5551017
43,住宅竊盜,1040109,16~18,台北市松山區民權東路三段106巷1~30號,台北市松山區民權東路三段106巷1號,25.0618628,121.5449868
44,住宅竊盜,1040110,04~06,台北市信義區福德街373巷91~120號,台北市信義區福德街373巷91號,25.0370405,121.5816487
45,住宅竊盜,1040111,07~09,台北市萬華區萬大路387巷1~30號,台北市萬華區萬大路387巷1號,25.0223838,121.4996037
46,住宅竊盜,1040112,07~09,台北市大安區龍雲里4鄰大安路二段132巷1~30號,台北市大安區龍雲里4鄰大安路二段132巷1號,25.0300455,121.5457713
47,住宅竊盜,1040112,19~21,台北市松山區光復南路22巷31~60號,台北市松山區光復南路22巷31號,25.0469982,121.5553737
48,住宅竊盜,1040112,19~21,台北市松山區健康路325巷18弄1~30號,台北市松山區健康路325巷18弄1號,25.0560495,121.5672685
49,住宅竊盜,1040113,10~12,台北市萬華區青年路31~60號,台北市萬華區青年路31號,25.0254958,121.5046556
50,住宅竊盜,1040115,07~09,台北市南港區九如里研究院路三段18巷1~30號,台北市南港區九如里研究院路三段18巷1號,25.0343176,121.6137199
51,住宅竊盜,1040115,10~12,台北市大安區市民大道四段1~30號,台北市大安區市民大道四段1號,25.044813,121.546842
52,住宅竊盜,1040115,10~12,台北市內湖區民權東路六段296巷91~120號,台北市內湖區民權東路六段296巷91號,25.0705864,121.6081107
53,住宅竊盜,1040115,22~24,台北市松山區饒河街181~210號,台北市松山區饒河街181號,25.0505901,121.5757746
54,住宅竊盜,1040116,10~12,台北市松山區敦化南路二段31~60號,台北市松山區敦化南路二段31號,25.0322761,121.5491635
55,住宅竊盜,1040117,10~12,台北市文山區明義里興隆路四段46巷31~60號,台北市文山區明義里興隆路四段46巷31號,24.986871,121.561496
56,住宅竊盜,1040118,01~03,台北市萬華區桂林路242巷1~30號,台北市萬華區桂林路242巷1 號,25.038011,121.4952393
57,住宅竊盜,1040118,07~09,台北市萬華區西園路二段320巷61~90號,台北市萬華區西園路二段320巷61號,25.0276785,121.4909723
58,住宅竊盜,1040118,10~12,台北市大安區通化里通化街19巷1~30號,台北市大安區通化里通化街19巷1號,25.0316192,121.5551032
59,住宅竊盜,1040118,19~21,台北市信義區富台里忠孝東路五段295巷6弄31~60號,台北市信義區富台里忠孝東路五段295巷6弄31號,25.0418883,121.5738696
60,住宅竊盜,1040120,19~21,台北市南港區三重里重陽路511~540號,台北市南港區三重里重陽路511號,25.0621336,121.6131989
61,住宅竊盜,1040121,07~09,台北市萬華區柳鄉里1鄰桂林路242巷6弄1~30號,台北市萬華區柳鄉里1鄰桂林路242巷6弄1號,25.0378281,121.4951129
62,住宅竊盜,1040121,19~21,台北市士林區百齡里21鄰通河東街一段61~90號,台北市士林區百齡里21鄰通河東街一段61號,25.0838304,121.5163876
63,住宅竊盜,1040121,19~21,台北市中山區吉林路379巷1~30號,台北市中山區吉林路379巷1號,25.0653175,121.5306808
64,住宅竊盜,1040121,22~24,台北市中山區中山北路一段53巷1~30號,台北市中山區中山北路一段53巷1號,25.0492864,121.5218992
65,住宅竊盜,1040122,10~12,台北市大同區揚雅里承德路三段90巷1~30號,台北市大同區揚雅里承德路三段90巷1號,25.0664337,121.5178814
66,住宅竊盜,1040122,16~18,台北市大安區龍安里青田街5巷1~30號,台北市大安區龍安里青田街5巷1號,25.028665,121.531945
67,住宅竊盜,1040123,13~15,台北市中正區龍光里和平西路二段1~30號,台北市中正區龍光里和平西路二段1號,25.0280193,121.5144123
68,住宅竊盜,1040123,19~21,台北市文山區萬興里21鄰秀明路二段115巷1~30號,台北市文山區萬興里21鄰秀明路二段115巷1號,24.99104,121.5769595
69,住宅竊盜,1040124,10~12,台北市萬華區梧州街60巷1~30號,台北市萬華區梧州街60巷1號,25.0358445,121.4973308
70,住宅竊盜,1040126,01~03,台北市萬華區民和街55巷1~30號,台北市萬華區民和街55巷1號,25.0256649,121.4988383
71,住宅竊盜,1040126,07~09,台北市大同區酒泉街103巷1~30號,台北市大同區酒泉街103巷1號,25.072482,121.515248
72,住宅竊盜,1040126,19~21,台北市內湖區西康里4鄰文湖街11巷1~30號,台北市內湖區西康里4鄰文湖街11巷1號,25.0851535,121.559711
73,住宅竊盜,1040127,01~03,台北市中山區中山北路二段1~30號,台北市中山區中山北路二段1號,25.0524875,121.522842
74,住宅竊盜,1040127,04~06,台北市中山區民生東路三段9巷1~30號,台北市中山區民生東路三段9巷1號,25.0583355,121.5376308
75,住宅竊盜,1040127,10~12,台北市文山區景興路238巷1~30號,台北市文山區景興路238巷1號,24.990607,121.542867
76,住宅竊盜,1040127,13~15,台北市南港區東明里興華路64巷1~30號,台北市南港區東明里興華路64巷1號,25.0552599,121.6054185
77,住宅竊盜,1040127,16~18,台北市大安區錦泰里15鄰金山南路二段121~150號,台北市大安區錦泰里15鄰金山南路二段121號,25.0301472,121.5265386
78,住宅竊盜,1040128,13~15,台北市內湖區東湖里康樂街48巷1~30號,台北市內湖區東湖里康樂街48巷1號,25.0689281,121.6183404
79,住宅竊盜,1040129,13~15,台北市松山區延壽街121~150號,台北市松山區延壽街121號,25.05707,121.5647381
80,住宅竊盜,1040129,13~15,台北市信義區富台里忠孝東路五段423巷5弄1~30號,台北市信義區富台里忠孝東路五段423巷5弄1號,25.041661,121.575264
81,住宅竊盜,1040130,13~15,台北市信義區廣居里忠孝東路五段372巷27弄61~90號,台北市信義區廣居里忠孝東路五段372巷27弄61號,25.0400079,121.575822
82,住宅竊盜,1040131,22~24,台北市南港區重陽路57巷1~30號,台北市南港區重陽路57巷1號,25.0570045,121.5961107
83,住宅竊盜,1040201,10~12,台北市北投區雙全街62巷1~30號,台北市北投區雙全街62巷1號,25.1391016,121.5014648
84,住宅竊盜,1040201,10~12,台北市松山區敦化北路199巷100弄1~30號,台北市松山區敦化北路199巷100弄1號,25.048607,121.550231
85,住宅竊盜,1040201,19~21,台北市信義區信義路六段15巷1~30號,台北市信義區信義路六段15巷1號,25.0342949,121.5749952
86,住宅竊盜,1040201,22~24,台北市北投區中心里中和街31~60號,台北市北投區中心里中和街31號,25.1380276,121.5027198
87,住宅竊盜,1040202,07~09,台北市中正區網溪里廈門街91~120號,台北市中正區網溪里廈門街91號,25.0242042,121.5174918
88,住宅竊盜,1040202,19~21,台北市北投區中心里中和街31~60號,台北市北投區中心里中和街31號,25.1380276,121.5027198
89,住宅竊盜,1040204,16~18,台北市中山區農安街125巷1~30號,台北市中山區農安街125巷1號,25.0650049,121.5298957
90,住宅竊盜,1040205,01~03,台北市士林區百齡里福港街211~240號,台北市士林區百齡里福港街211號,25.0856173,121.5176816
91,住宅竊盜,1040205,04~06,台北市內湖區樂康里康樂街111巷31~60號,台北市內湖區樂康里康樂街111巷31號,25.0704821,121.6204763
92,住宅竊盜,1040205,13~15,台北市萬華區大理街170巷1~30號,台北市萬華區大理街170巷1號,25.0337934,121.4936294
93,住宅竊盜,1040206,07~09,台北市中山區合江街20巷1~30號,台北市中山區合江街20巷1號,25.0551109,121.538292
94,住宅竊盜,1040207,22~24,台北市中正區三愛里新生南路一段121~150號,台北市中正區三愛里新生南路一段121號,25.0388857,121.5327651
95,住宅竊盜,1040208,04~06,台北市大安區新龍里信義路三段134巷61~90號,台北市大安區新龍里信義路三段134巷61號,25.029294,121.539839
96,住宅竊盜,1040209,01~03,台北市文山區忠順里忠順街二段1~30號,台北市文山區忠順里忠順街二段1號,24.9847799,121.562084
97,住宅竊盜,1040210,01~03,台北市北投區大同路200巷1~30號,台北市北投區大同路200巷1號,25.137655,121.499456
98,住宅竊盜,1040211,16~18,台北市內湖區葫洲里民權東路六段296巷31~60號,台北市內湖區葫洲里民權東路六段296巷31號,25.072064,121.6063903
99,住宅竊盜,1040212,19~21,台北市文山區興安里22鄰景華街176巷1~30號,台北市文山區興安里22鄰景華街176巷1號,24.9972786,121.548202
100,住宅竊盜,1040212,22~24,台北市萬華區萬大路493巷48弄1~30號,台北市萬華區萬大路493巷48弄1號,25.0196499,121.499322
101,住宅竊盜,1040213,04~06,台北市中山區八德路二段210巷1~30號,台北市中山區八德路二段210巷1號,25.0449579,121.5409071
102,住宅竊盜,1040213,07~09,台北市中山區農安街1~30號,台北市中山區農安街1號,25.064967,121.5295986
103,住宅竊盜,1040215,07~09,台北市大安區法治里通化街173巷1~30號,台北市大安區法治里通化街173巷1號,25.027893,121.553726
104,住宅竊盜,1040215,07~09,台北市中山區長安東路二段1~30號,台北市中山區長安東路二段1號,25.0486369,121.5302099
105,住宅竊盜,1040215,10~12,台北市北投區吉利里20鄰石牌路一段39巷61~90號,台北市北投區吉利里20鄰石牌路一段39巷61號,25.1159589,121.5114843
106,住宅竊盜,1040215,22~24,台北市信義區和平東路三段661~690號,台北市信義區和平東路三段661號,25.0123018,121.5634662
107,住宅竊盜,1040216,10~12,台北市中正區文盛里羅斯福路三段210巷8弄1~30號,台北市中正區文盛里羅斯福路三段210巷8弄1號,25.0183867,121.5292181
108,住宅竊盜,1040216,13~15,台北市內湖區新明路246巷3弄1~30號,台北市內湖區新明路246巷3弄1號,25.0570536,121.5836643
109,住宅竊盜,1040216,16~18,台北市內湖區西湖里內湖路一段91巷121~150號,台北市內湖區西湖里內湖路一段91巷121號,25.0844198,121.5669363
110,住宅竊盜,1040216,22~24,台北市松山區南京東路五段211~240號,台北市松山區南京東路五段211號,25.05189,121.5578
111,住宅竊盜,1040216,22~24,台北市信義區吳興街269巷1~30號,台北市信義區吳興街269巷1 號,25.0269503,121.564086
112,住宅竊盜,1040218,04~06,台北市大同區民權里民權西路160巷30弄1~30號,台北市大同區民權里民權西路160巷30弄1號,25.0613975,121.515856
113,住宅竊盜,1040219,13~15,台北市信義區黎忠里和平東路三段391巷8弄31~60號,台北市信義區黎忠里和平東路三段391巷8弄31號,25.0207337,121.5576168
114,住宅竊盜,1040219,16~18,台北市北投區文林里致遠一路一段125巷1~30號,台北市北投區文林里致遠一路一段125巷1號,25.1075163,121.5176127
115,住宅竊盜,1040219,16~18,台北市信義區四育里虎林街46巷1~30號,台北市信義區四育里虎林街46巷1號,25.047126,121.5765989
116,住宅竊盜,1040219,19~21,台北市信義區四育里虎林街46巷1~30號,台北市信義區四育里虎林街46巷1號,25.047126,121.5765989
117,住宅竊盜,1040220,04~06,台北市北投區文林里致遠一路一段31~60號,台北市北投區文林里致遠一路一段31號,25.1081636,121.5166896
118,住宅竊盜,1040221,19~21,台北市大安區通化里17鄰通化街39巷62弄1~30號,台北市大安區通化里17鄰通化街39巷62弄1號,25.0305818,121.5563381
119,住宅竊盜,1040222,01~03,台北市文山區樟新里樟新街32巷1~30號,台北市文山區樟新里樟新街32巷1號,24.9784842,121.5548454
120,住宅竊盜,1040223,10~12,台北市南港區中南里中南街74巷31~60號,台北市南港區中南里中南街74巷31號,25.053507,121.6140897
121,住宅竊盜,1040223,13~15,台北市信義區大仁里福德街84巷1弄1~30號,台北市信義區大仁里福德街84巷1弄1號,25.037405,121.581287
122,住宅竊盜,1040223,19~21,台北市士林區蘭雅里德行東路31~60號,台北市士林區蘭雅里德行東路31號,25.1069338,121.5262084
123,住宅竊盜,1040223,22~24,台北市士林區義信里大南路61~90號,台北市士林區義信里大南路61號,25.088998,121.524773
124,住宅竊盜,1040224,10~12,台北市萬華區萬大路493巷48弄1~30號,台北市萬華區萬大路493巷48弄1號,25.0196499,121.499322
125,住宅竊盜,1040224,16~18,台北市北投區中心里8鄰泉源路31~60號,台北市北投區中心里8鄰泉源路31號,25.1412233,121.5098649
126,住宅竊盜,1040224,19~21,台北市內湖區西湖里26鄰內湖路一段285巷65弄61~90號,台北市內湖區西湖里26鄰內湖路一段285巷65弄61號,25.0844318,121.5695186
127,住宅竊盜,1040225,04~06,台北市中正區黎明里南陽街1~30號,台北市中正區黎明里南陽街1號,25.0457437,121.5161821
128,住宅竊盜,1040225,07~09,台北市士林區聖山里忠誠路一段147巷1~30號,台北市士林區聖山里忠誠路一段147巷1號,25.106244,121.530126
129,住宅竊盜,1040226,01~03,台北市大安區義安里敦化南路二段63巷31~60號,台北市大安區義安里敦化南路二段63巷31號,25.0310298,121.5505975
130,住宅竊盜,1040226,13~15,台北市中正區幸市里臨沂街33巷1~30號,台北市中正區幸市里臨沂街33巷1號,25.0396828,121.5299403
131,住宅竊盜,1040226,19~21,台北市內湖區西湖里內湖路一段323巷14弄1~30號,台北市內湖區西湖里內湖路一段323巷14弄1號,25.0834121,121.5677934
132,住宅竊盜,1040227,01~03,台北市萬華區西園路二段151~180號,台北市萬華區西園路二段151號,25.0292384,121.4960796
133,住宅竊盜,1040227,10~12,台北市北投區中央里大興街24巷7弄1~30號,台北市北投區中央里大興街24巷7弄1號,25.1288871,121.4990095
134,住宅竊盜,1040227,22~24,台北市萬華區西寧南路206巷1~30號,台北市萬華區西寧南路206巷1號,25.0384502,121.5060268
135,住宅竊盜,1040228,19~21,台北市萬華區東園街73巷61~90號,台北市萬華區東園街73巷61號,25.0265708,121.4986504
136,住宅竊盜,1040304,01~03,台北市北投區福興里自強街5巷61~90號,台北市北投區福興里自強街5巷61號,25.1110219,121.5118844
137,住宅竊盜,1040304,16~18,台北市士林區社新里延平北路六段273巷1~30號,台北市士林區社新里延平北路六段273巷1號,25.0892744,121.5073693
138,住宅竊盜,1040304,16~18,台北市內湖區湖興里成功路二段312巷31~60號,台北市內湖區湖興里成功路二段312巷31號,25.0673299,121.5890404
139,住宅竊盜,1040305,04~06,台北市北投區吉慶里11鄰致遠二路1~30號,台北市北投區吉慶里11鄰致遠二路1號,25.1142676,121.5120065
140,住宅竊盜,1040305,13~15,台北市內湖區葫洲里2鄰民權東路六段280巷25弄1~30號,台北市內湖區葫洲里2鄰民權東路六段280巷25弄1號,25.0712076,121.6059471
141,住宅竊盜,1040306,01~03,台北市內湖區大湖里大湖山莊街121~150號,台北市內湖區大湖里大湖山莊街121號,25.086226,121.601838
142,住宅竊盜,1040306,19~21,台北市大安區建安里忠孝東路四段181巷40弄1~30號,台北市大安區建安里忠孝東路四段181巷40弄1號,25.0439824,121.550487
143,住宅竊盜,1040307,04~06,台北市北投區大同里大業路481~510號,台北市北投區大同里大業路481號,25.1324173,121.4958159
144,住宅竊盜,1040308,16~18,台北市萬華區內江街151~180號,台北市萬華區內江街151號,25.0418421,121.5004467
145,住宅竊盜,1040308,22~24,台北市萬華區中華路二段416巷1~30號,台北市萬華區中華路二段416巷1號,25.026718,121.503617
146,住宅竊盜,1040310,10~12,台北市萬華區昆明街211~240號,台北市萬華區昆明街211號,25.0388957,121.5041103
147,住宅竊盜,1040310,10~12,台北市萬華區昆明街211~240號,台北市萬華區昆明街211號,25.0388957,121.5041103
148,住宅竊盜,1040310,22~24,台北市士林區天母里中山北路七段219巷1~30號,台北市士林區天母里中山北路七段219巷1號,25.128841,121.533632
149,住宅竊盜,1040310,22~24,台北市松山區八德路四段106巷10弄1~30號,台北市松山區八德路四段106巷10弄1號,25.046738,121.560764
150,住宅竊盜,1040312,01~03,台北市中正區水源里羅斯福路四段61~90號,台北市中正區水源里羅斯福路四段61號,25.0148199,121.5341005
151,住宅竊盜,1040312,10~12,台北市大同區至聖里大龍街259巷10弄1~30號,台北市大同區至聖里大龍街259巷10弄1號,25.0716019,121.5161753
152,住宅竊盜,1040312,16~18,台北市大安區古莊里浦城街13巷1~30號,台北市大安區古莊里浦城街13巷1號,25.024505,121.5271855
153,住宅竊盜,1040313,01~03,台北市北投區中庸里10鄰大同街181~210號,台北市北投區中庸里10鄰大同街181號,25.1365549,121.498989
154,住宅竊盜,1040314,01~03,台北市文山區試院里和興路91~120號,台北市文山區試院里和興路91號,24.9853697,121.5493757
155,住宅竊盜,1040315,01~03,台北市萬華區長泰街271~300號,台北市萬華區長泰街271號,25.0212289,121.4939482
156,住宅竊盜,1040316,07~09,台北市大安區和平東路一段1~30號,台北市大安區和平東路一段1號,25.026833,121.5294585
157,住宅竊盜,1040316,07~09,台北市中正區螢雪里水源路151~180號,台北市中正區螢雪里水源路151號,25.0236222,121.5160928
158,住宅竊盜,1040317,01~03,台北市北投區榮華里17鄰明德路118巷1~30號,台北市北投區榮華里17鄰明德路118巷1號,25.1099085,121.5204088
159,住宅竊盜,1040317,10~12,台北市南港區萬福里同德路50巷1~30號,台北市南港區萬福里同德路50巷1號,25.0453813,121.5847315
160,住宅竊盜,1040319,10~12,台北市文山區萬和里溪洲街61~90號,台北市文山區萬和里溪洲街61號,25.005707,121.5345865
161,住宅竊盜,1040319,22~24,台北市北投區永和里同德街44巷1~30號,台北市北投區永和里同德街44巷1號,25.1254108,121.5291511
162,住宅竊盜,1040320,10~12,台北市萬華區糖?里大理街160巷26弄1~30號,台北市萬華區糖?里大理街160巷26弄1號,25.032055,121.4938714
163,住宅竊盜,1040320,19~21,台北市萬華區漢口街二段61~90號,台北市萬華區漢口街二段61號,25.0459289,121.5057576
164,住宅竊盜,1040324,07~09,台北市松山區民權東路三段153巷3弄1~30號,台北市松山區民權東路三段153巷3弄1號,25.0626113,121.5467416
165,住宅竊盜,1040325,13~15,台北市大安區龍門里10鄰和平東路二段18巷13弄1~30號,台北市大安區龍門里10鄰和平東路二段18巷13弄1號,25.0232414,121.5360172
166,住宅竊盜,1040326,16~18,台北市文山區興福里1鄰興隆路一段260巷1~30號,台北市文山區興福里1鄰興隆路一段260巷1號,24.9983649,121.545216
167,住宅竊盜,1040327,16~18,台北市文山區萬隆里羅斯福路五段241~270號,台北市文山區萬隆里羅斯福路五段241號,25.001689,121.539583
168,住宅竊盜,1040327,19~21,台北市信義區黎平里和平東路三段207巷6弄1~30號,台北市信義區黎平里和平東路三段207巷6弄1號,25.023736,121.553785
169,住宅竊盜,1040328,19~21,台北市中山區天祥路60巷1~30號,台北市中山區天祥路60巷1號,25.0605813,121.5210928
170,住宅竊盜,1040329,07~09,台北市松山區南京東路五段31~60號,台北市松山區南京東路五段31號,25.0517333,121.5582314
171,住宅竊盜,1040329,10~12,台北市士林區社園里021鄰社中街298巷4弄1~30號,台北市士林區社園里021鄰社中街298巷4弄1號,25.092753,121.506727
172,住宅竊盜,1040329,16~18,台北市松山區民生東路三段113巷25弄31~60號,台北市松山區民生東路三段113巷25弄31號,25.0593897,121.5471451
173,住宅竊盜,1040330,07~09,台北市中山區松江路331~360號,台北市中山區松江路331號,25.0621094,121.5332936
174,住宅竊盜,1040330,10~12,台北市士林區平等里平菁街105巷1~30號,台北市士林區平等里平菁街105巷1號,25.127505,121.575518
175,住宅竊盜,1040330,10~12,台北市文山區萬利街2巷1~30號,台北市文山區萬利街2巷1號,24.999615,121.567018
176,住宅竊盜,1040331,07~09,台北市內湖區金瑞里金龍路1~30號,台北市內湖區金瑞里金龍路1號,25.0874689,121.5873952
177,住宅竊盜,1040331,22~24,台北市萬華區萬大路493巷28弄1~30號,台北市萬華區萬大路493巷28弄1號,25.019636,121.498797
178,住宅竊盜,1040401,13~15,台北市士林區天壽里5鄰天母西路22巷1~30號,台北市士林區天壽里5鄰天母西路22巷1號,25.1180723,121.5272352
179,住宅竊盜,1040401,22~24,台北市中山區長春路241~270號,台北市中山區長春路241號,25.054835,121.5392812
180,住宅竊盜,1040404,13~15,台北市文山區木新里指南路一段31~60號,台北市文山區木新里指南路一段31號,24.9877709,121.569779
181,住宅竊盜,1040405,10~12,台北市文山區指南里指南路三段22巷1~30號,台北市文山區指南里指南路三段22巷1號,24.9833249,121.57879
182,住宅竊盜,1040405,19~21,台北市松山區光復北路31~60號,台北市松山區光復北路31號,25.0499163,121.558019
183,住宅竊盜,1040405,22~24,台北市大同區南芳里延平北路二段241~270號,台北市大同區南芳里延平北路二段241號,25.0620649,121.511392
184,住宅竊盜,1040405,22~24,台北市內湖區港富里麗山街328巷1~30號,台北市內湖區港富里麗山街328巷1號,25.0816072,121.5800044
185,住宅竊盜,1040407,01~03,台北市萬華區雅江街31~60號,台北市萬華區雅江街31號,25.042908,121.501544
186,住宅竊盜,1040407,10~12,台北市中山區大直街84巷1~30號,台北市中山區大直街84巷1號,25.084429,121.546959
187,住宅竊盜,1040407,10~12,台北市內湖區紫陽里文德路22巷59弄1~30號,台北市內湖區紫陽里文德路22巷59弄1號,25.0753288,121.5804476
188,住宅竊盜,1040408,10~12,台北市中正區螢雪里重慶南路三段74巷1~30號,台北市中正區螢雪里重慶南路三段74巷1號,25.026573,121.515408
189,住宅竊盜,1040408,16~18,台北市內湖區寶湖里成功路二段301~330號,台北市內湖區寶湖里成功路二段301號,25.0694253,121.5908422
190,住宅竊盜,1040409,10~12,台北市中山區農安街1~30號,台北市中山區農安街1號,25.064967,121.5295986
191,住宅竊盜,1040410,07~09,台北市北投區吉利里23鄰吉利街320巷1弄1~30號,台北市北投區吉利里23鄰吉利街320巷1弄1號,25.1177584,121.511624
192,住宅竊盜,1040410,16~18,台北市萬華區忠德里4鄰寶興街91~120號,台北市萬華區忠德里4鄰寶興街91號,25.0258864,121.4945405
193,住宅竊盜,1040410,19~21,台北市松山區民生東路五段181~210號,台北市松山區民生東路五段181號,25.0587166,121.5630527
194,住宅竊盜,1040411,10~12,台北市內湖區內湖路1段359巷1~30號,台北市內湖區內湖路1段359巷1 號,25.0846722,121.5609399
195,住宅竊盜,1040413,10~12,台北市北投區智仁里杏林二路28巷1~30號,台北市北投區智仁里杏林二路28巷1 號,25.142321,121.49783
196,住宅竊盜,1040413,13~15,台北市萬華區貴陽街二段151~180號,台北市萬華區貴陽街二段151號,25.0402787,121.5009376
197,住宅竊盜,1040415,07~09,台北市松山區民生東路四段55巷1~30號,台北市松山區民生東路四段55巷1號,25.058151,121.55059
198,住宅竊盜,1040415,16~18,台北市萬華區西園路二段261巷31~60號,台北市萬華區西園路二段261巷31號,25.0250863,121.4933959
199,住宅竊盜,1040415,22~24,台北市萬華區富民里4鄰貴陽街二段151~180號,台北市萬華區富民里4鄰貴陽街二段151號,25.0401729,121.5009425
200,住宅竊盜,1040416,04~06,台北市文山區萬和里1鄰溪州街137巷61~90號,台北市文山區萬和里1鄰溪州街137巷61號,25.0003783,121.5357845
