編號,案件類型,發生日期,發生時段,發生地點,定位地點,lat,lon
1260,住宅竊盜,1051220,22~24,台北市內湖區內湖路1段225巷1弄1~30號,台北市內湖區內湖路1段225巷1弄1 號,25.0829267,121.5649474
1261,住宅竊盜,1051222,16~18,台北市內湖區康寧路3段265巷1~30號,台北市內湖區康寧路3段265巷1 號,25.0665095,121.611692
1262,住宅竊盜,1051222,19~21,台北市信義區五常里永吉路225巷32弄1~30號,台北市信義區五常里永吉路225巷32弄1 號,25.0458692,121.5748202
1263,住宅竊盜,1051223,13~15,台北市文山區興福里15鄰景華街121巷7弄1~30號,台北市文山區興福里15鄰景華街121巷7弄1 號,24.996212,121.5467867
1264,住宅竊盜,1051224,01~03,台北市萬華區貴陽街2段211~240號,台北市萬華區貴陽街2段211 號,25.0401391,121.4990321
1265,住宅竊盜,1051224,13~15,台北市北投區榮華里榮華一路7巷1~30號,台北市北投區榮華里榮華一路7巷1 號,25.111928,121.5242089
1266,住宅竊盜,1051224,19~21,台北市萬華區中華路364巷1~30號,台北市萬華區中華路364巷1 號,25.0287765,121.5044408
1267,住宅竊盜,1051225,10~12,台北市士林區天玉里天母北路1~30號,台北市士林區天玉里天母北路1 號,25.118868,121.526361
1268,住宅竊盜,1051226,01~03,台北市士林區德行里中山北路5段811巷1~30號,台北市士林區德行里中山北路5段811巷1 號,25.1011719,121.525735
1269,住宅竊盜,1051226,01~03,台北市士林區德行里中山北路5段811巷1~30號,台北市士林區德行里中山北路5段811巷1 號,25.1011719,121.525735
1270,住宅竊盜,1051226,07~09,台北市中山區中山北路1段121巷1~30號,台北市中山區中山北路1段121巷1 號,25.051326,121.522739
1271,住宅竊盜,1051226,19~21,台北市中山區復興北路91~120號,台北市中山區復興北路91 號,25.0595341,121.5431381
1272,住宅竊盜,1051227,13~15,台北市大安區古風里泰順街60巷18弄1~30號,台北市大安區古風里泰順街60巷18弄1 號,25.022174,121.5299204
1273,住宅竊盜,1051228,10~12,台北市北投區榮光里西安街1段313巷16弄31~60號,台北市北投區榮光里西安街1段313巷16弄31 號,25.113377,121.514588
1274,住宅竊盜,1051229,10~12,台北市大安區臨江里通化街101巷31~60號,台北市大安區臨江里通化街101巷31 號,25.0294061,121.555591
1275,住宅竊盜,1051229,22~24,台北市士林區聖山里19鄰忠誠路1段147巷1~30號,台北市士林區聖山里19鄰忠誠路1段147巷1 號,25.106244,121.530126
1276,住宅竊盜,1051230,01~03,台北市萬華區萬大路486巷37弄1~30號,台北市萬華區萬大路486巷37弄1 號,25.019974,121.496321
1277,住宅竊盜,1051231,19~21,台北市士林區忠誠里忠誠路1段91~120號,台北市士林區忠誠里忠誠路1段91 號,25.104641,121.528222
1278,住宅竊盜,1060101,13~15,台北市南港區東新里興南街60巷1~30號,台北市南港區東新里興南街60巷1 號,25.056313,121.603484
1279,住宅竊盜,1060101,13~15,台北市中山區林森北路391~420號,台北市中山區林森北路391 號,25.0586807,121.5255331
1280,住宅竊盜,1060101,22~24,台北市士林區天玉里6鄰天母西路61~90號,台北市士林區天玉里6鄰天母西路61 號,25.1186631,121.5265053
1281,住宅竊盜,1060101,22~24,台北市信義區松隆里松山路571~600號,台北市信義區松隆里松山路571 號,25.0295057,121.5837912
1282,住宅竊盜,1060101,22~24,台北市文山區景華街128巷3弄1~30號,台北市文山區景華街128巷3弄1 號,24.9956967,121.5474441
1284,住宅竊盜,1060102,04~06,台北市中山區林森北路31~60號,台北市中山區林森北路31 號,25.0555801,121.5251868
1285,住宅竊盜,1060105,16~18,台北市內湖區康樂街48巷1~30號,台北市內湖區康樂街48巷1 號,25.0689281,121.6183404
1286,住宅竊盜,1060105,16~18,台北市萬華區西寧南路1~30號,台北市萬華區西寧南路1 號,25.0431529,121.505942
1287,住宅竊盜,1060105,19~21,台北市信義區六合里信義路5段150巷211~240號,台北市信義區六合里信義路5段150巷211 號,25.023191,121.571875
1288,住宅竊盜,1060105,22~24,台北市信義區中行里福德街251巷7弄1~30號,台北市信義區中行里福德街251巷7弄1 號,25.0379395,121.5861318
1289,住宅竊盜,1060106,13~15,台北市內湖區環山路2段50巷14弄14之1~30號,台北市內湖區環山路2段50巷14弄14之1 號,25.0860033,121.5744251
1290,住宅竊盜,1060107,13~15,台北市士林區岩山里13鄰芝玉路1段197巷25弄1~30號,台北市士林區岩山里13鄰芝玉路1段197巷25弄1 號,25.1069856,121.5336176
1291,住宅竊盜,1060107,19~21,台北市士林區天祿里士東路91巷1~30號,台北市士林區天祿里士東路91巷1 號,25.1125094,121.5289962
1292,住宅竊盜,1060109,10~12,台北市南港區合成里忠孝東路6段159巷4弄1~30號,台北市南港區合成里忠孝東路6段159巷4弄1 號,25.049785,121.5863042
1293,住宅竊盜,1060109,16~18,台北市萬華區桂林路1~30號,台北市萬華區桂林路1 號,25.037703,121.5061818
1294,住宅竊盜,1060110,04~06,台北市萬華區廣州街211~240號,台北市萬華區廣州街211 號,25.0367954,121.4999306
1295,住宅竊盜,1060112,04~06,台北市大安區仁慈里復興南路1段279巷1~30號,台北市大安區仁慈里復興南路1段279巷1 號,25.0356521,121.5456028
1296,住宅竊盜,1060113,13~15,台北市萬華區漢口街2段20巷1~30號,台北市萬華區漢口街2段20巷1 號,25.045232,121.508113
1297,住宅竊盜,1060114,22~24,台北市松山區南京東路4段31~60號,台北市松山區南京東路4段31 號,25.0519706,121.5506435
1298,住宅竊盜,1060115,13~15,台北市北投區行義路186巷1~30號,台北市北投區行義路186巷1 號,25.132623,121.528973
1299,住宅竊盜,1060116,10~12,台北市信義區大道里忠孝東路5段790巷22弄1~30號,台北市信義區大道里忠孝東路5段790巷22弄1 號,25.0425809,121.582419
1300,住宅竊盜,1060116,13~15,台北市文山區萬祥里景隆街1巷1~30號,台北市文山區萬祥里景隆街1巷1 號,25.0006693,121.5399091
1301,住宅竊盜,1060116,16~18,台北市士林區明勝里通河街323巷1~30號,台北市士林區明勝里通河街323巷1 號,25.0802447,121.5237972
1302,住宅竊盜,1060117,01~03,台北市松山區光復北路210巷31~60號,台北市松山區光復北路210巷31 號,25.0554083,121.5536609
1303,住宅竊盜,1060117,07~09,台北市中正區南福里羅斯福路1段58巷17弄1~30號,台北市中正區南福里羅斯福路1段58巷17弄1 號,25.0305519,121.5190052
1304,住宅竊盜,1060117,07~09,台北市大安區車層里忠孝東路4段216巷27弄1~30號,台北市大安區車層里忠孝東路4段216巷27弄1 號,25.0400238,121.5533099
1305,住宅竊盜,1060117,16~18,台北市士林區葫蘆里05鄰葫蘆街121~150號,台北市士林區葫蘆里05鄰葫蘆街121 號,25.0831683,121.5077602
1306,住宅竊盜,1060118,13~15,台北市士林區蘭雅里文林路661巷40弄1~30號,台北市士林區蘭雅里文林路661巷40弄1 號,25.1000373,121.5213923
1307,住宅竊盜,1060120,22~24,台北市南港區成福路171巷40弄1~30號,台北市南港區成福路171巷40弄1 號,25.0411466,121.5893902
1308,住宅竊盜,1060121,04~06,台北市北投區福興里自強街5巷151~180號,台北市北投區福興里自強街5巷151 號,25.1126205,121.5106523
1309,住宅竊盜,1060121,07~09,台北市文山區萬年里羅斯福路5段212巷1~30號,台北市文山區萬年里羅斯福路5段212巷1 號,25.003103,121.537342
1310,住宅竊盜,1060122,01~03,台北市北投區關渡里大度路3段211~240號,台北市北投區關渡里大度路3段211 號,25.1230032,121.4675182
1311,住宅竊盜,1060122,19~21,台北市大安區光信里光復南路456巷1~30號,台北市大安區光信里光復南路456巷1 號,25.0351265,121.5562459
1312,住宅竊盜,1060122,19~21,台北市中山區中山北路2段16巷1~30號,台北市中山區中山北路2段16巷1 號,25.0530928,121.5219752
1313,住宅竊盜,1060123,13~15,台北市中正區幸市里濟南路2段1~30號,台北市中正區幸市里濟南路2段1 號,25.039973,121.5310629
1314,住宅竊盜,1060125,22~24,台北市中山區松江路124巷19之1~30號,台北市中山區松江路124巷19之1 號,25.0526856,121.5310559
1315,住宅竊盜,1060126,01~03,台北市中正區河堤里金門街1~30號,台北市中正區河堤里金門街1 號,25.0218131,121.523432
1316,住宅竊盜,1060126,19~21,台北市萬華區大理街1~30號,台北市萬華區大理街1 號,25.0345878,121.5032515
1317,住宅竊盜,1060126,19~21,台北市中山區林森北路481~510號,台北市中山區林森北路481 號,25.0611317,121.5257123
1318,住宅竊盜,1060127,04~06,台北市文山區萬興里004鄰新光路1段95巷1~30號,台北市文山區萬興里004鄰新光路1段95巷1 號,24.9909912,121.57399
1319,住宅竊盜,1060127,04~06,台北市中山區松江路186之1~30號,台北市中山區松江路186之1 號,25.05673,121.532689
1320,住宅竊盜,1060127,10~12,台北市中山區中山北路6段236巷1~30號,台北市中山區中山北路6段236巷1 號,25.0616336,121.52223
1321,住宅竊盜,1060127,13~15,台北市文山區樟文里019鄰辛亥路7段76巷1~30號,台北市文山區樟文里019鄰辛亥路7段76巷1 號,24.9821091,121.5540161
1322,住宅竊盜,1060127,22~24,台北市士林區大南路241~270號,台北市士林區大南路241 號,25.0884899,121.520437
1323,住宅竊盜,1060128,01~03,台北市士林區芝山里13鄰士東路266巷3弄1~30號,台北市士林區芝山里13鄰士東路266巷3弄1 號,25.1128081,121.536688
1324,住宅竊盜,1060128,01~03,台北市中山區德惠街167巷1~30號,台北市中山區德惠街167巷1 號,25.0672942,121.5316676
1325,住宅竊盜,1060128,16~18,台北市士林區天福里4鄰忠誠路2段154巷1~30號,台北市士林區天福里4鄰忠誠路2段154巷1 號,25.1149786,121.5326239
1326,住宅竊盜,1060129,16~18,台北市北投區立賢里尊賢街241~270號,台北市北投區立賢里尊賢街241 號,25.1164156,121.5070637
1327,住宅竊盜,1060130,16~18,台北市松山區民生東路3段91~120號,台北市松山區民生東路3段91 號,25.0578409,121.5441466
1328,住宅竊盜,1060202,07~09,台北市中正區永功里汀州路1段271~300號,台北市中正區永功里汀州路1段271 號,25.0264922,121.5134423
1329,住宅竊盜,1060202,10~12,台北市士林區名山里至誠路2段92巷3弄1~30號,台北市士林區名山里至誠路2段92巷3弄1 號,25.1016429,121.5273372
1330,住宅竊盜,1060202,13~15,台北市中山區中山北路2段62巷28之1~30號,台北市中山區中山北路2段62巷28之1 號,25.056635,121.521235
1331,住宅竊盜,1060202,22~24,台北市中山區龍江路370巷31~60號,台北市中山區龍江路370巷31 號,25.0665249,121.539285
1332,住宅竊盜,1060203,13~15,台北市松山區光復北路26巷1~30號,台北市松山區光復北路26巷1 號,25.0491543,121.5574164
1333,住宅竊盜,1060203,22~24,台北市大安區通化里光復南路691~720號,台北市大安區通化里光復南路691 號,25.0298642,121.5573382
1334,住宅竊盜,1060205,13~15,台北市大安區敦化南路1段177巷1~30號,台北市大安區敦化南路1段177巷1 號,25.0431428,121.5498266
1335,住宅竊盜,1060207,04~06,台北市南港區東明里興華路61~90號,台北市南港區東明里興華路61 號,25.0552599,121.6054185
1336,住宅竊盜,1060207,16~18,台北市文山區興得里11鄰興隆路3段36巷9弄1~30號,台北市文山區興得里11鄰興隆路3段36巷9弄1 號,24.9999463,121.5555646
1337,住宅竊盜,1060207,19~21,台北市內湖區港華街109巷1~30號,台北市內湖區港華街109巷1 號,25.0837937,121.5731837
1338,住宅竊盜,1060208,07~09,台北市文山區萬美里010鄰萬美街1段91~120號,台北市文山區萬美里010鄰萬美街1段91 號,25.0015889,121.565847
1339,住宅竊盜,1060208,07~09,台北市中山區民權東路3段75巷2弄1~30號,台北市中山區民權東路3段75巷2弄1 號,25.0630017,121.5435627
1340,住宅竊盜,1060208,07~09,台北市大安區和安里建國南路1段301~330號,台北市大安區和安里建國南路1段301 號,25.035422,121.538315
1341,住宅竊盜,1060208,07~09,台北市中山區安東街16巷1~30號,台北市中山區安東街16巷1 號,25.0451793,121.5402783
1342,住宅竊盜,1060208,19~21,台北市北投區東華里致遠三路61~90號,台北市北投區東華里致遠三路61 號,25.1211505,121.5117946
1343,住宅竊盜,1060209,04~06,台北市中正區忠勤里中華路2段315巷4弄1~30號,台北市中正區忠勤里中華路2段315巷4弄1 號,25.02792,121.506793
1344,住宅竊盜,1060209,16~18,台北市萬華區東園街181~210號,台北市萬華區東園街181 號,25.023807,121.497549
1345,住宅竊盜,1060210,07~09,台北市中山區建國北路3段91~120號,台北市中山區建國北路3段91 號,25.0656924,121.5367723
1346,住宅竊盜,1060211,10~12,台北市中正區南福里重慶南路3段1~30號,台北市中正區南福里重慶南路3段1 號,25.0296622,121.5154808
1347,住宅竊盜,1060212,19~21,台北市中山區明水路631~660號,台北市中山區明水路631 號,25.0826244,121.551111
1348,住宅竊盜,1060213,13~15,台北市北投區榮華里榮華一路1~30號,台北市北投區榮華里榮華一路1 號,25.1131809,121.5246174
1349,住宅竊盜,1060214,19~21,台北市大同區星明里五原路1~30號,台北市大同區星明里五原路1 號,25.0566201,121.5176173
1350,住宅竊盜,1060216,07~09,台北市大同區星明里民生西路178巷1~30號,台北市大同區星明里民生西路178巷1 號,25.0570139,121.5175949
1351,住宅竊盜,1060216,16~18,台北市北投區中和里4鄰中和街455巷3弄1~30號,台北市北投區中和里4鄰中和街455巷3弄1 號,25.1441867,121.4966571
1352,住宅竊盜,1060219,01~03,台北市內湖區內湖路1段411巷91~120號,台北市內湖區內湖路1段411巷91 號,25.0844397,121.5722628
1353,住宅竊盜,1060220,01~03,台北市中山區林森北路85巷1~30號,台北市中山區林森北路85巷1 號,25.0497684,121.5251252
1354,住宅竊盜,1060221,07~09,台北市文山區木柵路5段61~90號,台北市文山區木柵路5段61 號,25.0021323,121.5896333
1355,住宅竊盜,1060221,19~21,台北市內湖區港華街109巷1~30號,台北市內湖區港華街109巷1 號,25.0837937,121.5731837
1356,住宅竊盜,1060221,19~21,台北市內湖區港華街109巷1~30號,台北市內湖區港華街109巷1 號,25.0837937,121.5731837
1357,住宅竊盜,1060222,13~15,台北市北投區文林里文林北路272巷1~30號,台北市北投區文林里文林北路272巷1 號,25.1094279,121.5131981
1358,住宅竊盜,1060222,13~15,台北市北投區行義路58巷22弄1~30號,台北市北投區行義路58巷22弄1 號,25.1257509,121.5287421
1359,住宅竊盜,1060222,19~21,台北市大安區龍坡里雲和街91~120號,台北市大安區龍坡里雲和街91 號,25.023436,121.531101
1360,住宅竊盜,1060222,22~24,台北市文山區興旺里12鄰福興路78巷10弄1~30號,台北市文山區興旺里12鄰福興路78巷10弄1 號,25.0043575,121.5505663
1361,住宅竊盜,1060223,19~21,台北市士林區永倫里永平街80巷1~30號,台北市士林區永倫里永平街80巷1 號,25.0896682,121.5051825
1362,住宅竊盜,1060224,16~18,台北市內湖區康樂街61巷15弄1~30號,台北市內湖區康樂街61巷15弄1 號,25.0691016,121.6196546
1363,住宅竊盜,1060224,22~24,台北市中山區四平街1~30號,台北市中山區四平街1 號,25.0537414,121.5310851
1364,住宅竊盜,1060224,22~24,台北市中山區雙城街13巷1~30號,台北市中山區雙城街13巷1 號,25.06417,121.5245646
1365,住宅竊盜,1060225,10~12,台北市內湖區安康路226巷1~30號,台北市內湖區安康路226巷1 號,25.061802,121.602951
1366,住宅竊盜,1060225,16~18,台北市萬華區富福里大理街1~30號,台北市萬華區富福里大理街1 號,25.0345878,121.5032515
1367,住宅竊盜,1060226,10~12,台北市內湖區安康路106巷31~60號,台北市內湖區安康路106巷31 號,25.0610106,121.601049
1368,住宅竊盜,1060227,19~21,台北市萬華區西昌街181~210號,台北市萬華區西昌街181 號,25.0386763,121.50074
1369,住宅竊盜,1060228,22~24,台北市內湖區內湖路2段253巷2弄1~30號,台北市內湖區內湖路2段253巷2弄1 號,25.0823862,121.5895915
1370,住宅竊盜,1060301,10~12,台北市中正區愛國里中華路2段31~60號,台北市中正區愛國里中華路2段31 號,25.0355978,121.5064671
1371,住宅竊盜,1060301,13~15,台北市大安區龍圖里建國南路2段25巷1~30號,台北市大安區龍圖里建國南路2段25巷1 號,25.0325339,121.5383732
1372,住宅竊盜,1060302,01~03,台北市大同區雙連里歸綏街91~120號,台北市大同區雙連里歸綏街91 號,25.0588322,121.5164064
1373,住宅竊盜,1060303,16~18,台北市士林區仁勇里10鄰大東路84巷1~30號,台北市士林區仁勇里10鄰大東路84巷1 號,25.0911358,121.5258519
1374,住宅竊盜,1060303,16~18,台北市大同區至聖里承德路3段247巷1~30號,台北市大同區至聖里承德路3段247巷1 號,25.07118,121.518965
1375,住宅竊盜,1060304,22~24,台北市松山區健康路225巷1~30號,台北市松山區健康路225巷1 號,25.0544582,121.5622655
1376,住宅竊盜,1060306,19~21,台北市文山區樟樹里007鄰興隆路4段74巷1~30號,台北市文山區樟樹里007鄰興隆路4段74巷1 號,24.9837963,121.5606647
1377,住宅竊盜,1060309,19~21,台北市松山區延壽街31~60號,台北市松山區延壽街31 號,25.0572493,121.5681664
1378,住宅竊盜,1060312,01~03,台北市松山區北寧路7巷1~30號,台北市松山區北寧路7巷1 號,25.0493709,121.5528489
1379,住宅竊盜,1060312,13~15,台北市大同區建功里華亭街31~60號,台北市大同區建功里華亭街31 號,25.0526586,121.5133082
1380,住宅竊盜,1060313,10~12,台北市內湖區內湖路2段253巷2弄1~30號,台北市內湖區內湖路2段253巷2弄1 號,25.0823862,121.5895915
1381,住宅竊盜,1060313,19~21,台北市萬華區長沙街2段1~30號,台北市萬華區長沙街2段1 號,25.040631,121.505155
1382,住宅竊盜,1060314,10~12,台北市士林區永倫里永平街75巷31~60號,台北市士林區永倫里永平街75巷31 號,25.0913642,121.5036478
1383,住宅竊盜,1060315,07~09,台北市萬華區峨眉街91~120號,台北市萬華區峨眉街91 號,25.0440202,121.5048563
1384,住宅竊盜,1060315,10~12,台北市松山區南京東路5段123巷6弄1~30號,台北市松山區南京東路5段123巷6弄1 號,25.0530392,121.5610543
1385,住宅竊盜,1060316,10~12,台北市大安區群英里四維路170巷31~60號,台北市大安區群英里四維路170巷31 號,25.0283708,121.5467349
1386,住宅竊盜,1060316,19~21,台北市士林區承德里後港街31~60號,台北市士林區承德里後港街31 號,25.0834851,121.5230257
1387,住宅竊盜,1060317,10~12,台北市大安區住安里大安路2段3巷31~60號,台北市大安區住安里大安路2段3巷31 號,25.0319167,121.5461851
1388,住宅竊盜,1060318,10~12,台北市北投區奇岩里公舘路340巷1~30號,台北市北投區奇岩里公舘路340巷1 號,25.1235774,121.5049117
1389,住宅竊盜,1060319,07~09,台北市士林區名山里1鄰至誠路1段301~330號,台北市士林區名山里1鄰至誠路1段301 號,25.10165,121.5311963
1390,住宅竊盜,1060320,04~06,台北市中山區林森北路91~120號,台北市中山區林森北路91 號,25.0500078,121.524963
1391,住宅竊盜,1060320,10~12,台北市信義區長春里虎林街108巷31~60號,台北市信義區長春里虎林街108巷31 號,25.0426009,121.576177
1392,住宅竊盜,1060320,19~21,台北市信義區興隆里逸仙路50巷1~30號,台北市信義區興隆里逸仙路50巷1 號,25.0406161,121.5630199
1393,住宅竊盜,1060321,01~03,台北市中正區龍光里2鄰重慶南路2段61~90號,台北市中正區龍光里2鄰重慶南路2段61 號,25.0301824,121.5144858
1394,住宅竊盜,1060321,10~12,台北市松山區三民路74巷1~30號,台北市松山區三民路74巷1 號,25.0558496,121.5638707
1395,住宅竊盜,1060321,19~21,台北市士林區天山里5鄰中山北路7段82巷10弄31~60號,台北市士林區天山里5鄰中山北路7段82巷10弄31 號,25.120195,121.532701
1396,住宅竊盜,1060321,22~24,台北市士林區福華里承德路4段40巷1~30號,台北市士林區福華里承德路4段40巷1 號,25.0809179,121.522201
1397,住宅竊盜,1060322,10~12,台北市松山區健康路325巷25弄1~30號,台北市松山區健康路325巷25弄1 號,25.0565711,121.5670276
1398,住宅竊盜,1060322,10~12,台北市松山區健康路325巷25弄1~30號,台北市松山區健康路325巷25弄1 號,25.0565711,121.5670276
1399,住宅竊盜,1060323,07~09,台北市北投區立農里吉利街257巷5弄1~30號,台北市北投區立農里吉利街257巷5弄1 號,25.1190306,121.510491
1400,住宅竊盜,1060324,10~12,台北市北投區開明里翠宜路1~30號,台北市北投區開明里翠宜路1 號,25.143904,121.505138
1401,住宅竊盜,1060324,16~18,台北市信義區興雅里永吉路30巷157弄1~30號,台北市信義區興雅里永吉路30巷157弄1 號,25.042415,121.568885
1402,住宅竊盜,1060325,07~09,台北市內湖區內湖路3段59巷7弄1~30號,台北市內湖區內湖路3段59巷7弄1 號,25.0858579,121.591887
1403,住宅竊盜,1060326,07~09,台北市內湖區內湖路2段179巷63弄1~30號,台北市內湖區內湖路2段179巷63弄1 號,25.0852516,121.585247
1404,住宅竊盜,1060326,10~12,台北市士林區社新里4鄰延平北路6段121~150號,台北市士林區社新里4鄰延平北路6段121 號,25.0886469,121.5082102
1405,住宅竊盜,1060326,22~24,台北市中山區合江街130巷1~30號,台北市中山區合江街130巷1 號,25.0595807,121.5389641
1406,住宅竊盜,1060327,13~15,台北市內湖區陽光街61~90號,台北市內湖區陽光街61 號,25.076411,121.5866048
1407,住宅竊盜,1060327,16~18,台北市中山區林森北路107巷1~30號,台北市中山區林森北路107巷1 號,25.0503287,121.5252526
1408,住宅竊盜,1060328,07~09,台北市大同區鄰江里迪化街2段296巷1~30號,台北市大同區鄰江里迪化街2段296巷1 號,25.0713764,121.5118114
1409,住宅竊盜,1060328,10~12,台北市中正區永昌里中華路2段381巷1~30號,台北市中正區永昌里中華路2段381巷1 號,25.0265755,121.5078696
1410,住宅竊盜,1060329,13~15,台北市內湖區內湖路一段285巷69弄31~60號,台北市內湖區內湖路一段285巷69弄31 號,25.0846692,121.5685635
1411,住宅竊盜,1060330,19~21,台北市大安區光信里17鄰延吉街241~270號,台北市大安區光信里17鄰延吉街241 號,25.0357826,121.5556525
1412,住宅竊盜,1060330,19~21,台北市大安區民輝里新生南路1段103巷31~60號,台北市大安區民輝里新生南路1段103巷31 號,25.0407533,121.5354387
1413,住宅竊盜,1060330,19~21,台北市萬華區長泰街61~90號,台北市萬華區長泰街61 號,25.0229442,121.5001051
1414,住宅竊盜,1060331,19~21,台北市中山區建國北路2段91~120號,台北市中山區建國北路2段91 號,25.0587151,121.5373897
1415,住宅竊盜,1060401,04~06,台北市文山區樟樹里014鄰興隆路4段96巷4弄1~30號,台北市文山區樟樹里014鄰興隆路4段96巷4弄1 號,24.9832422,121.5614245
1416,住宅竊盜,1060404,04~06,台北市北投區稻香里新興路121~150號,台北市北投區稻香里新興路121 號,25.1402069,121.487229
1417,住宅竊盜,1060405,04~06,台北市中正區南福里重慶南路3段1~30號,台北市中正區南福里重慶南路3段1 號,25.0296622,121.5154808
1418,住宅竊盜,1060405,10~12,台北市松山區新東街51巷1~30號,台北市松山區新東街51巷1 號,25.0615798,121.5650465
1419,住宅竊盜,1060406,10~12,台北市松山區自強里7鄰三民路74巷1~30號,台北市松山區自強里7鄰三民路74巷1 號,25.0558496,121.5638707
1420,住宅竊盜,1060406,13~15,台北市內湖區安泰街38巷1~30號,台北市內湖區安泰街38巷1 號,25.0743669,121.6171096
1421,住宅竊盜,1060409,07~09,台北市北投區清江里清江路1~30號,台北市北投區清江里清江路1 號,25.1313887,121.5018452
1422,住宅竊盜,1060409,16~18,台北市內湖區大湖街160巷2弄1~30號,台北市內湖區大湖街160巷2弄1 號,25.083489,121.6004315
1423,住宅竊盜,1060410,07~09,台北市北投區稻香里新興路121~150號,台北市北投區稻香里新興路121 號,25.1402069,121.487229
1424,住宅竊盜,1060412,04~06,台北市士林區陽明里中庸一路1~30號,台北市士林區陽明里中庸一路1 號,25.1351686,121.5483111
1425,住宅竊盜,1060413,16~18,台北市文山區指南里018鄰萬壽路91~120號,台北市文山區指南里018鄰萬壽路91 號,24.9808089,121.585475
1426,住宅竊盜,1060413,16~18,台北市文山區萬隆里羅斯福路5段236巷14弄1~30號,台北市文山區萬隆里羅斯福路5段236巷14弄1 號,25.0010705,121.5389357
1427,住宅竊盜,1060414,22~24,台北市士林區蘭雅里中山北路6段290巷28弄1~30號,台北市士林區蘭雅里中山北路6段290巷28弄1 號,25.1096283,121.5267422
1428,住宅竊盜,1060415,10~12,台北市大同區南芳里民權西路292巷1~30號,台北市大同區南芳里民權西路292巷1 號,25.0627125,121.5105773
1429,住宅竊盜,1060416,22~24,台北市北投區林泉里新民路1巷1~30號,台北市北投區林泉里新民路1巷1 號,25.1388835,121.5063093
1430,住宅竊盜,1060417,01~03,台北市中山區中山北路2段61~90號,台北市中山區中山北路2段61 號,25.05615,121.522996
1431,住宅竊盜,1060417,13~15,台北市內湖區大湖里大湖山莊街61巷1~30號,台北市內湖區大湖里大湖山莊街61巷1 號,25.085886,121.603567
1432,住宅竊盜,1060417,13~15,台北市內湖區五分里30鄰東湖路106巷7弄31~60號,台北市內湖區五分里30鄰東湖路106巷7弄31 號,25.0682971,121.613506
1433,住宅竊盜,1060418,01~03,台北市中山區林森北路85巷31~60號,台北市中山區林森北路85巷31 號,25.0495469,121.526024
1434,住宅竊盜,1060418,07~09,台北市中山區新生北路2段137巷31~60號,台北市中山區新生北路2段137巷31 號,25.0613583,121.5287358
1435,住宅竊盜,1060418,16~18,台北市中正區黎明里漢口街1~30號,台北市中正區黎明里漢口街1 號,25.045166,121.5141534
1436,住宅竊盜,1060418,22~24,台北市萬華區雙園街152巷1~30號,台北市萬華區雙園街152巷1 號,25.0314012,121.4916768
1437,住宅竊盜,1060419,16~18,台北市大安區義村里復興南路1段181~210號,台北市大安區義村里復興南路1段181 號,25.0409582,121.5436655
1438,住宅竊盜,1060420,07~09,台北市大同區建功里重慶北路1段1~30號,台北市大同區建功里重慶北路1段1 號,25.051191,121.513189
1439,住宅竊盜,1060420,16~18,台北市大同區蓬萊里昌吉街1~30號,台北市大同區蓬萊里昌吉街1 號,25.0658656,121.5178918
1440,住宅竊盜,1060420,22~24,台北市信義區安康里忠孝東路5段236巷45弄1~30號,台北市信義區安康里忠孝東路5段236巷45弄1 號,25.037684,121.572069
1441,住宅竊盜,1060421,16~18,台北市士林區天祿里10鄰中山北路6段450巷31~60號,台北市士林區天祿里10鄰中山北路6段450巷31 號,25.1136577,121.5283494
1442,住宅竊盜,1060421,16~18,台北市內湖區江南街71巷31~60號,台北市內湖區江南街71巷31 號,25.0765596,121.5782282
1443,住宅竊盜,1060422,07~09,台北市南港區成福里成福路121巷56弄1~30號,台北市南港區成福里成福路121巷56弄1 號,25.0429912,121.5885157
1444,住宅竊盜,1060422,13~15,台北市士林區富光里葫蘆街104巷1~30號,台北市士林區富光里葫蘆街104巷1 號,25.0824257,121.5081903
1445,住宅竊盜,1060422,19~21,台北市士林區天壽里9鄰中山北路6段405巷31~60號,台北市士林區天壽里9鄰中山北路6段405巷31 號,25.114697,121.5255797
1446,住宅竊盜,1060422,22~24,台北市中山區建國北路2段61~90號,台北市中山區建國北路2段61 號,25.055757,121.537466
1447,住宅竊盜,1060423,16~18,台北市大安區延吉街235巷1~30號,台北市大安區延吉街235巷1 號,25.0367552,121.5558001
1448,住宅竊盜,1060425,01~03,台北市中山區合江街1~30號,台北市中山區合江街1 號,25.054903,121.539184
1449,住宅竊盜,1060425,01~03,台北市南港區東新街91~120號,台北市南港區東新街91 號,25.0467116,121.5891107
1450,住宅竊盜,1060425,04~06,台北市內湖區內湖路1段203巷1~30號,台北市內湖區內湖路1段203巷1 號,25.0846722,121.5609399
1451,住宅竊盜,1060425,19~21,台北市中正區黎明里漢口街1段1~30號,台北市中正區黎明里漢口街1段1 號,25.045231,121.5146312
1452,住宅竊盜,1060425,19~21,台北市中正區黎明里漢口街1段1~30號,台北市中正區黎明里漢口街1段1 號,25.045231,121.5146312
1453,住宅竊盜,1060426,04~06,台北市北投區立賢里尊賢街239巷1~30號,台北市北投區立賢里尊賢街239巷1 號,25.116306,121.5074758
1454,住宅竊盜,1060426,10~12,台北市士林區舊佳里前街125巷1~30號,台北市士林區舊佳里前街125巷1 號,25.0989234,121.5255476
